Dataset ID,Quantum State,Method,Expected Fidelity,Observed Fidelity,Expected Error,Observed Error,CI Lower Bound,CI Upper Bound
QST Dataset1,State 5,Shadow Tomography,0.799,0.888,0.196,0.135,0.711,0.789
QST Dataset1,State 1,Bayesian Inference,0.812,0.72,0.254,0.066,0.651,0.77
QST Dataset1,State 2,Maximum Likelihood,0.703,0.907,0.128,0.075,0.919,0.933
QST Dataset1,State 3,Variational Quantum Eigensolver,0.901,0.748,0.123,0.262,0.857,0.878
QST Dataset1,State 4,Quantum Neural Networks,0.709,0.925,0.292,0.223,0.81,0.882
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.938,0.787,0.13,0.276,0.896,0.838
QST Dataset1,State 1,Shadow Tomography,0.713,0.841,0.153,0.061,0.733,0.862
QST Dataset1,State 2,Bayesian Inference,0.889,0.839,0.157,0.254,0.762,0.91
QST Dataset1,State 3,Maximum Likelihood,0.838,0.832,0.065,0.22,0.704,0.958
QST Dataset1,State 4,Variational Quantum Eigensolver,0.886,0.891,0.14,0.087,0.817,0.908
QST Dataset1,State 5,Quantum Neural Networks,0.865,0.916,0.069,0.104,0.797,0.884
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.901,0.888,0.275,0.21,0.706,0.912
QST Dataset1,State 2,Shadow Tomography,0.735,0.859,0.209,0.214,0.7,0.915
QST Dataset1,State 3,Bayesian Inference,0.71,0.914,0.088,0.219,0.826,0.87
QST Dataset1,State 4,Maximum Likelihood,0.707,0.876,0.085,0.067,0.924,0.845
QST Dataset1,State 5,Variational Quantum Eigensolver,0.866,0.732,0.083,0.189,0.748,0.815
QST Dataset1,State 1,Quantum Neural Networks,0.71,0.787,0.18,0.153,0.693,0.843
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.895,0.78,0.051,0.207,0.794,0.833
QST Dataset1,State 3,Shadow Tomography,0.721,0.899,0.294,0.208,0.747,0.786
QST Dataset1,State 4,Bayesian Inference,0.887,0.793,0.178,0.058,0.724,0.933
QST Dataset1,State 5,Maximum Likelihood,0.816,0.827,0.093,0.287,0.885,0.918
QST Dataset1,State 1,Variational Quantum Eigensolver,0.84,0.725,0.222,0.094,0.83,0.783
QST Dataset1,State 2,Quantum Neural Networks,0.901,0.892,0.22,0.297,0.73,0.81
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.867,0.801,0.227,0.143,0.757,0.794
QST Dataset1,State 4,Shadow Tomography,0.849,0.703,0.152,0.153,0.722,0.77
QST Dataset1,State 5,Bayesian Inference,0.939,0.836,0.098,0.155,0.788,0.8
QST Dataset1,State 1,Maximum Likelihood,0.946,0.841,0.208,0.297,0.662,0.75
QST Dataset1,State 2,Variational Quantum Eigensolver,0.921,0.772,0.084,0.121,0.888,0.779
QST Dataset1,State 3,Quantum Neural Networks,0.721,0.823,0.128,0.145,0.92,0.851
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.946,0.809,0.152,0.264,0.658,0.776
QST Dataset1,State 5,Shadow Tomography,0.751,0.879,0.14,0.214,0.829,0.903
QST Dataset1,State 1,Bayesian Inference,0.708,0.714,0.213,0.12,0.71,0.939
QST Dataset1,State 2,Maximum Likelihood,0.825,0.926,0.234,0.129,0.823,0.794
QST Dataset1,State 3,Variational Quantum Eigensolver,0.795,0.78,0.072,0.07,0.654,0.908
QST Dataset1,State 4,Quantum Neural Networks,0.816,0.753,0.063,0.1,0.715,0.843
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.916,0.92,0.135,0.127,0.865,0.961
QST Dataset1,State 1,Shadow Tomography,0.829,0.936,0.247,0.128,0.915,0.923
QST Dataset1,State 2,Bayesian Inference,0.741,0.884,0.227,0.257,0.684,0.75
QST Dataset1,State 3,Maximum Likelihood,0.907,0.708,0.277,0.128,0.84,0.765
QST Dataset1,State 4,Variational Quantum Eigensolver,0.897,0.927,0.063,0.209,0.886,0.839
QST Dataset1,State 5,Quantum Neural Networks,0.827,0.745,0.112,0.117,0.805,0.781
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.809,0.893,0.237,0.271,0.715,0.956
QST Dataset1,State 2,Shadow Tomography,0.768,0.716,0.121,0.202,0.714,0.862
QST Dataset1,State 3,Bayesian Inference,0.861,0.708,0.214,0.142,0.654,0.958
QST Dataset1,State 4,Maximum Likelihood,0.858,0.819,0.197,0.276,0.92,0.763
QST Dataset1,State 5,Variational Quantum Eigensolver,0.81,0.792,0.261,0.259,0.895,0.817
QST Dataset1,State 1,Quantum Neural Networks,0.735,0.825,0.13,0.213,0.74,0.954
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.757,0.806,0.274,0.052,0.693,0.762
QST Dataset1,State 3,Shadow Tomography,0.893,0.89,0.282,0.243,0.792,0.765
QST Dataset1,State 4,Bayesian Inference,0.794,0.76,0.233,0.136,0.711,0.941
QST Dataset1,State 5,Maximum Likelihood,0.788,0.821,0.065,0.271,0.909,0.939
QST Dataset1,State 1,Variational Quantum Eigensolver,0.735,0.916,0.277,0.137,0.8,0.844
QST Dataset1,State 2,Quantum Neural Networks,0.786,0.918,0.246,0.112,0.763,0.889
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.731,0.742,0.261,0.279,0.771,0.757
QST Dataset1,State 4,Shadow Tomography,0.736,0.749,0.066,0.08,0.853,0.951
QST Dataset1,State 5,Bayesian Inference,0.912,0.902,0.096,0.081,0.653,0.835
QST Dataset1,State 1,Maximum Likelihood,0.891,0.865,0.217,0.231,0.695,0.833
QST Dataset1,State 2,Variational Quantum Eigensolver,0.705,0.889,0.291,0.283,0.767,0.802
QST Dataset1,State 3,Quantum Neural Networks,0.844,0.867,0.189,0.229,0.766,0.915
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.947,0.858,0.249,0.067,0.716,0.879
QST Dataset1,State 5,Shadow Tomography,0.796,0.763,0.068,0.156,0.813,0.903
QST Dataset1,State 1,Bayesian Inference,0.914,0.908,0.286,0.115,0.914,0.908
QST Dataset1,State 2,Maximum Likelihood,0.934,0.758,0.23,0.188,0.745,0.942
QST Dataset1,State 3,Variational Quantum Eigensolver,0.897,0.803,0.21,0.088,0.864,0.89
QST Dataset1,State 4,Quantum Neural Networks,0.875,0.753,0.294,0.232,0.833,0.77
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.917,0.778,0.116,0.05,0.667,0.926
QST Dataset1,State 1,Shadow Tomography,0.835,0.725,0.157,0.244,0.796,0.829
QST Dataset1,State 2,Bayesian Inference,0.856,0.723,0.236,0.129,0.918,0.764
QST Dataset1,State 3,Maximum Likelihood,0.839,0.907,0.102,0.075,0.798,0.946
QST Dataset1,State 4,Variational Quantum Eigensolver,0.885,0.897,0.142,0.229,0.671,0.887
QST Dataset1,State 5,Quantum Neural Networks,0.897,0.929,0.259,0.141,0.694,0.888
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.905,0.918,0.162,0.105,0.892,0.899
QST Dataset1,State 2,Shadow Tomography,0.748,0.765,0.126,0.176,0.778,0.887
QST Dataset1,State 3,Bayesian Inference,0.931,0.947,0.06,0.261,0.669,0.905
QST Dataset1,State 4,Maximum Likelihood,0.881,0.734,0.258,0.255,0.688,0.829
QST Dataset1,State 5,Variational Quantum Eigensolver,0.88,0.921,0.22,0.058,0.659,0.812
QST Dataset1,State 1,Quantum Neural Networks,0.883,0.844,0.129,0.289,0.693,0.794
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.853,0.877,0.283,0.05,0.745,0.786
QST Dataset1,State 3,Shadow Tomography,0.71,0.858,0.242,0.253,0.695,0.829
QST Dataset1,State 4,Bayesian Inference,0.912,0.831,0.294,0.11,0.794,0.814
QST Dataset1,State 5,Maximum Likelihood,0.708,0.932,0.217,0.058,0.678,0.783
QST Dataset1,State 1,Variational Quantum Eigensolver,0.714,0.856,0.169,0.194,0.664,0.93
QST Dataset1,State 2,Quantum Neural Networks,0.809,0.949,0.268,0.149,0.776,0.857
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.915,0.856,0.084,0.106,0.886,0.872
QST Dataset1,State 4,Shadow Tomography,0.875,0.731,0.117,0.288,0.81,0.756
QST Dataset1,State 5,Bayesian Inference,0.939,0.719,0.179,0.283,0.8,0.903
QST Dataset1,State 1,Maximum Likelihood,0.924,0.854,0.276,0.074,0.895,0.891
QST Dataset1,State 2,Variational Quantum Eigensolver,0.748,0.942,0.217,0.168,0.74,0.81
QST Dataset1,State 3,Quantum Neural Networks,0.883,0.907,0.167,0.085,0.663,0.852
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.873,0.819,0.247,0.189,0.929,0.859
QST Dataset1,State 5,Shadow Tomography,0.928,0.831,0.184,0.231,0.683,0.946
QST Dataset1,State 1,Bayesian Inference,0.764,0.883,0.106,0.244,0.845,0.891
QST Dataset1,State 2,Maximum Likelihood,0.82,0.811,0.109,0.094,0.765,0.753
QST Dataset1,State 3,Variational Quantum Eigensolver,0.837,0.707,0.22,0.133,0.754,0.948
QST Dataset1,State 4,Quantum Neural Networks,0.853,0.722,0.11,0.165,0.707,0.911
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.947,0.761,0.29,0.111,0.698,0.809
QST Dataset1,State 1,Shadow Tomography,0.883,0.914,0.214,0.197,0.746,0.77
QST Dataset1,State 2,Bayesian Inference,0.732,0.806,0.203,0.186,0.725,0.936
QST Dataset1,State 3,Maximum Likelihood,0.949,0.742,0.256,0.092,0.888,0.755
QST Dataset1,State 4,Variational Quantum Eigensolver,0.768,0.847,0.276,0.089,0.871,0.786
QST Dataset1,State 5,Quantum Neural Networks,0.946,0.763,0.241,0.162,0.731,0.849
QST Dataset1,State 1,Reinforcement Learning Quantum Algorithms,0.845,0.823,0.186,0.285,0.797,0.895
QST Dataset1,State 2,Shadow Tomography,0.925,0.705,0.174,0.233,0.85,0.84
QST Dataset1,State 3,Bayesian Inference,0.929,0.825,0.106,0.286,0.731,0.785
QST Dataset1,State 4,Maximum Likelihood,0.735,0.922,0.06,0.08,0.819,0.847
QST Dataset1,State 5,Variational Quantum Eigensolver,0.84,0.91,0.232,0.097,0.652,0.784
QST Dataset1,State 1,Quantum Neural Networks,0.907,0.936,0.095,0.233,0.81,0.857
QST Dataset1,State 2,Reinforcement Learning Quantum Algorithms,0.881,0.716,0.078,0.24,0.747,0.956
QST Dataset1,State 3,Shadow Tomography,0.722,0.83,0.105,0.198,0.876,0.819
QST Dataset1,State 4,Bayesian Inference,0.724,0.811,0.164,0.273,0.825,0.8
QST Dataset1,State 5,Maximum Likelihood,0.806,0.897,0.168,0.058,0.783,0.785
QST Dataset1,State 1,Variational Quantum Eigensolver,0.874,0.776,0.171,0.106,0.89,0.793
QST Dataset1,State 2,Quantum Neural Networks,0.893,0.83,0.087,0.262,0.733,0.829
QST Dataset1,State 3,Reinforcement Learning Quantum Algorithms,0.716,0.729,0.091,0.225,0.808,0.912
QST Dataset1,State 4,Shadow Tomography,0.784,0.75,0.161,0.237,0.75,0.92
QST Dataset1,State 5,Bayesian Inference,0.812,0.933,0.246,0.199,0.806,0.83
QST Dataset1,State 1,Maximum Likelihood,0.88,0.897,0.27,0.195,0.845,0.806
QST Dataset1,State 2,Variational Quantum Eigensolver,0.938,0.739,0.12,0.168,0.745,0.96
QST Dataset1,State 3,Quantum Neural Networks,0.904,0.747,0.158,0.091,0.723,0.795
QST Dataset1,State 4,Reinforcement Learning Quantum Algorithms,0.748,0.808,0.13,0.224,0.664,0.904
QST Dataset1,State 5,Shadow Tomography,0.909,0.778,0.126,0.296,0.792,0.902
QST Dataset1,State 1,Bayesian Inference,0.852,0.786,0.233,0.281,0.695,0.759
QST Dataset1,State 2,Maximum Likelihood,0.831,0.886,0.13,0.149,0.774,0.946
QST Dataset1,State 3,Variational Quantum Eigensolver,0.879,0.771,0.162,0.287,0.747,0.956
QST Dataset1,State 4,Quantum Neural Networks,0.779,0.752,0.283,0.114,0.764,0.927
QST Dataset1,State 5,Reinforcement Learning Quantum Algorithms,0.821,0.816,0.141,0.222,0.733,0.928
QST Dataset1,State 1,Shadow Tomography,0.916,0.784,0.145,0.101,0.872,0.76
QST Dataset1,State 2,Bayesian Inference,0.787,0.808,0.172,0.208,0.658,0.951
QST Dataset1,State 3,Maximum Likelihood,0.881,0.883,0.284,0.084,0.857,0.831
QST Dataset1,State 4,Variational Quantum Eigensolver,0.718,0.944,0.149,0.273,0.762,0.819
QST Dataset1,State 5,Quantum Neural Networks,0.725,0.89,0.205,0.159,0.73,0.888
