Dataset ID,Quantum State,Method,Expected Fidelity,Observed Fidelity,Expected Error,Observed Error,CI Lower Bound,CI Upper Bound
QST Dataset3,State 5,Shadow Tomography,0.907,0.878,0.227,0.165,0.905,0.955
QST Dataset3,State 1,Bayesian Inference,0.825,0.722,0.156,0.211,0.858,0.777
QST Dataset3,State 2,Maximum Likelihood,0.777,0.825,0.25,0.101,0.713,0.934
QST Dataset3,State 3,Variational Quantum Eigensolver,0.793,0.855,0.225,0.122,0.892,0.79
QST Dataset3,State 4,Quantum Neural Networks,0.906,0.783,0.241,0.195,0.679,0.76
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.93,0.899,0.145,0.138,0.88,0.791
QST Dataset3,State 1,Shadow Tomography,0.8,0.908,0.177,0.131,0.73,0.849
QST Dataset3,State 2,Bayesian Inference,0.722,0.939,0.241,0.219,0.695,0.813
QST Dataset3,State 3,Maximum Likelihood,0.733,0.733,0.152,0.084,0.669,0.781
QST Dataset3,State 4,Variational Quantum Eigensolver,0.753,0.832,0.146,0.135,0.91,0.842
QST Dataset3,State 5,Quantum Neural Networks,0.883,0.89,0.193,0.266,0.828,0.808
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.824,0.91,0.2,0.197,0.884,0.787
QST Dataset3,State 2,Shadow Tomography,0.838,0.726,0.056,0.299,0.765,0.874
QST Dataset3,State 3,Bayesian Inference,0.919,0.791,0.156,0.057,0.741,0.836
QST Dataset3,State 4,Maximum Likelihood,0.807,0.891,0.129,0.246,0.744,0.828
QST Dataset3,State 5,Variational Quantum Eigensolver,0.833,0.727,0.271,0.096,0.701,0.904
QST Dataset3,State 1,Quantum Neural Networks,0.781,0.84,0.064,0.257,0.759,0.754
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.932,0.878,0.061,0.235,0.743,0.945
QST Dataset3,State 3,Shadow Tomography,0.886,0.711,0.214,0.21,0.728,0.756
QST Dataset3,State 4,Bayesian Inference,0.775,0.892,0.05,0.135,0.687,0.852
QST Dataset3,State 5,Maximum Likelihood,0.772,0.816,0.188,0.083,0.675,0.772
QST Dataset3,State 1,Variational Quantum Eigensolver,0.809,0.886,0.257,0.144,0.773,0.888
QST Dataset3,State 2,Quantum Neural Networks,0.81,0.81,0.239,0.156,0.675,0.767
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.726,0.844,0.229,0.113,0.833,0.845
QST Dataset3,State 4,Shadow Tomography,0.714,0.93,0.291,0.057,0.918,0.921
QST Dataset3,State 5,Bayesian Inference,0.737,0.757,0.288,0.277,0.799,0.853
QST Dataset3,State 1,Maximum Likelihood,0.757,0.911,0.245,0.075,0.833,0.935
QST Dataset3,State 2,Variational Quantum Eigensolver,0.732,0.818,0.279,0.123,0.93,0.91
QST Dataset3,State 3,Quantum Neural Networks,0.935,0.767,0.106,0.16,0.71,0.75
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.832,0.894,0.297,0.22,0.68,0.964
QST Dataset3,State 5,Shadow Tomography,0.853,0.84,0.137,0.084,0.787,0.796
QST Dataset3,State 1,Bayesian Inference,0.884,0.824,0.241,0.224,0.91,0.83
QST Dataset3,State 2,Maximum Likelihood,0.922,0.764,0.223,0.199,0.677,0.825
QST Dataset3,State 3,Variational Quantum Eigensolver,0.867,0.761,0.19,0.054,0.775,0.829
QST Dataset3,State 4,Quantum Neural Networks,0.891,0.728,0.255,0.191,0.774,0.827
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.901,0.719,0.111,0.173,0.756,0.76
QST Dataset3,State 1,Shadow Tomography,0.758,0.808,0.13,0.166,0.701,0.802
QST Dataset3,State 2,Bayesian Inference,0.761,0.861,0.209,0.073,0.733,0.923
QST Dataset3,State 3,Maximum Likelihood,0.918,0.725,0.092,0.116,0.719,0.86
QST Dataset3,State 4,Variational Quantum Eigensolver,0.744,0.95,0.212,0.269,0.837,0.963
QST Dataset3,State 5,Quantum Neural Networks,0.95,0.727,0.166,0.216,0.666,0.922
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.825,0.705,0.184,0.194,0.844,0.772
QST Dataset3,State 2,Shadow Tomography,0.821,0.811,0.239,0.089,0.813,0.969
QST Dataset3,State 3,Bayesian Inference,0.818,0.714,0.115,0.22,0.851,0.844
QST Dataset3,State 4,Maximum Likelihood,0.947,0.791,0.143,0.233,0.804,0.855
QST Dataset3,State 5,Variational Quantum Eigensolver,0.727,0.93,0.176,0.235,0.657,0.816
QST Dataset3,State 1,Quantum Neural Networks,0.941,0.925,0.268,0.145,0.795,0.755
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.906,0.809,0.121,0.134,0.718,0.912
QST Dataset3,State 3,Shadow Tomography,0.795,0.788,0.161,0.113,0.863,0.827
QST Dataset3,State 4,Bayesian Inference,0.851,0.892,0.14,0.268,0.696,0.877
QST Dataset3,State 5,Maximum Likelihood,0.822,0.777,0.282,0.292,0.765,0.774
QST Dataset3,State 1,Variational Quantum Eigensolver,0.847,0.906,0.255,0.069,0.784,0.89
QST Dataset3,State 2,Quantum Neural Networks,0.918,0.701,0.285,0.101,0.841,0.833
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.844,0.842,0.238,0.062,0.755,0.831
QST Dataset3,State 4,Shadow Tomography,0.826,0.867,0.195,0.079,0.883,0.857
QST Dataset3,State 5,Bayesian Inference,0.805,0.838,0.168,0.287,0.68,0.949
QST Dataset3,State 1,Maximum Likelihood,0.872,0.855,0.075,0.265,0.788,0.888
QST Dataset3,State 2,Variational Quantum Eigensolver,0.9,0.899,0.164,0.141,0.912,0.931
QST Dataset3,State 3,Quantum Neural Networks,0.745,0.715,0.186,0.17,0.735,0.952
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.756,0.738,0.051,0.196,0.826,0.857
QST Dataset3,State 5,Shadow Tomography,0.783,0.789,0.12,0.062,0.706,0.927
QST Dataset3,State 1,Bayesian Inference,0.74,0.723,0.066,0.233,0.684,0.762
QST Dataset3,State 2,Maximum Likelihood,0.833,0.924,0.272,0.282,0.711,0.765
QST Dataset3,State 3,Variational Quantum Eigensolver,0.81,0.818,0.154,0.158,0.851,0.881
QST Dataset3,State 4,Quantum Neural Networks,0.928,0.721,0.111,0.095,0.803,0.759
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.714,0.893,0.073,0.132,0.821,0.863
QST Dataset3,State 1,Shadow Tomography,0.757,0.807,0.286,0.158,0.754,0.936
QST Dataset3,State 2,Bayesian Inference,0.736,0.856,0.253,0.188,0.691,0.849
QST Dataset3,State 3,Maximum Likelihood,0.843,0.942,0.281,0.056,0.863,0.769
QST Dataset3,State 4,Variational Quantum Eigensolver,0.854,0.888,0.05,0.057,0.777,0.858
QST Dataset3,State 5,Quantum Neural Networks,0.806,0.899,0.058,0.206,0.7,0.792
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.837,0.782,0.183,0.25,0.746,0.768
QST Dataset3,State 2,Shadow Tomography,0.724,0.855,0.222,0.076,0.765,0.907
QST Dataset3,State 3,Bayesian Inference,0.888,0.82,0.215,0.065,0.702,0.802
QST Dataset3,State 4,Maximum Likelihood,0.793,0.815,0.248,0.088,0.929,0.8
QST Dataset3,State 5,Variational Quantum Eigensolver,0.804,0.814,0.217,0.283,0.817,0.801
QST Dataset3,State 1,Quantum Neural Networks,0.729,0.824,0.195,0.217,0.744,0.914
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.939,0.784,0.244,0.095,0.811,0.87
QST Dataset3,State 3,Shadow Tomography,0.78,0.881,0.212,0.201,0.915,0.882
QST Dataset3,State 4,Bayesian Inference,0.899,0.841,0.1,0.121,0.794,0.821
QST Dataset3,State 5,Maximum Likelihood,0.77,0.773,0.282,0.277,0.747,0.861
QST Dataset3,State 1,Variational Quantum Eigensolver,0.746,0.802,0.3,0.29,0.849,0.797
QST Dataset3,State 2,Quantum Neural Networks,0.917,0.853,0.078,0.147,0.733,0.889
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.9,0.919,0.182,0.294,0.675,0.796
QST Dataset3,State 4,Shadow Tomography,0.849,0.848,0.094,0.155,0.727,0.88
QST Dataset3,State 5,Bayesian Inference,0.782,0.833,0.064,0.122,0.69,0.868
QST Dataset3,State 1,Maximum Likelihood,0.93,0.748,0.255,0.252,0.771,0.91
QST Dataset3,State 2,Variational Quantum Eigensolver,0.928,0.864,0.198,0.095,0.914,0.762
QST Dataset3,State 3,Quantum Neural Networks,0.701,0.84,0.212,0.139,0.657,0.895
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.74,0.91,0.191,0.094,0.696,0.873
QST Dataset3,State 5,Shadow Tomography,0.915,0.717,0.146,0.23,0.804,0.849
QST Dataset3,State 1,Bayesian Inference,0.733,0.737,0.266,0.08,0.749,0.765
QST Dataset3,State 2,Maximum Likelihood,0.863,0.883,0.217,0.264,0.669,0.956
QST Dataset3,State 3,Variational Quantum Eigensolver,0.748,0.728,0.289,0.073,0.857,0.814
QST Dataset3,State 4,Quantum Neural Networks,0.784,0.705,0.236,0.069,0.705,0.83
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.836,0.773,0.149,0.054,0.89,0.94
QST Dataset3,State 1,Shadow Tomography,0.917,0.805,0.255,0.235,0.82,0.784
QST Dataset3,State 2,Bayesian Inference,0.905,0.814,0.13,0.159,0.859,0.822
QST Dataset3,State 3,Maximum Likelihood,0.947,0.764,0.293,0.072,0.708,0.819
QST Dataset3,State 4,Variational Quantum Eigensolver,0.837,0.904,0.261,0.109,0.846,0.953
QST Dataset3,State 5,Quantum Neural Networks,0.925,0.843,0.106,0.269,0.674,0.934
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.791,0.875,0.159,0.11,0.704,0.825
QST Dataset3,State 2,Shadow Tomography,0.89,0.939,0.133,0.127,0.869,0.95
QST Dataset3,State 3,Bayesian Inference,0.757,0.789,0.178,0.104,0.826,0.832
QST Dataset3,State 4,Maximum Likelihood,0.884,0.784,0.176,0.105,0.846,0.918
QST Dataset3,State 5,Variational Quantum Eigensolver,0.941,0.904,0.203,0.258,0.766,0.769
QST Dataset3,State 1,Quantum Neural Networks,0.798,0.843,0.173,0.257,0.697,0.762
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.826,0.834,0.255,0.268,0.892,0.867
QST Dataset3,State 3,Shadow Tomography,0.723,0.743,0.252,0.086,0.924,0.766
QST Dataset3,State 4,Bayesian Inference,0.935,0.762,0.094,0.299,0.737,0.799
QST Dataset3,State 5,Maximum Likelihood,0.819,0.922,0.255,0.153,0.876,0.904
QST Dataset3,State 1,Variational Quantum Eigensolver,0.736,0.811,0.107,0.275,0.788,0.909
QST Dataset3,State 2,Quantum Neural Networks,0.906,0.744,0.092,0.065,0.701,0.945
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.931,0.767,0.183,0.127,0.737,0.818
QST Dataset3,State 4,Shadow Tomography,0.903,0.944,0.271,0.126,0.697,0.781
QST Dataset3,State 5,Bayesian Inference,0.906,0.716,0.129,0.136,0.776,0.761
QST Dataset3,State 1,Maximum Likelihood,0.873,0.89,0.118,0.183,0.905,0.945
QST Dataset3,State 2,Variational Quantum Eigensolver,0.939,0.736,0.094,0.26,0.659,0.751
QST Dataset3,State 3,Quantum Neural Networks,0.898,0.889,0.211,0.253,0.772,0.958
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.816,0.778,0.089,0.146,0.761,0.839
QST Dataset3,State 5,Shadow Tomography,0.842,0.831,0.273,0.126,0.854,0.954
QST Dataset3,State 1,Bayesian Inference,0.728,0.93,0.052,0.085,0.652,0.869
QST Dataset3,State 2,Maximum Likelihood,0.713,0.75,0.194,0.14,0.784,0.867
QST Dataset3,State 3,Variational Quantum Eigensolver,0.819,0.723,0.185,0.23,0.815,0.895
QST Dataset3,State 4,Quantum Neural Networks,0.839,0.942,0.185,0.191,0.915,0.907
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.869,0.743,0.064,0.288,0.821,0.843
QST Dataset3,State 1,Shadow Tomography,0.878,0.723,0.113,0.252,0.689,0.912
QST Dataset3,State 2,Bayesian Inference,0.753,0.844,0.293,0.061,0.858,0.76
QST Dataset3,State 3,Maximum Likelihood,0.782,0.855,0.114,0.296,0.88,0.829
QST Dataset3,State 4,Variational Quantum Eigensolver,0.738,0.718,0.211,0.254,0.756,0.776
QST Dataset3,State 5,Quantum Neural Networks,0.882,0.879,0.089,0.099,0.827,0.804
