Dataset ID,Quantum State,Method,Expected Fidelity,Observed Fidelity,Expected Error,Observed Error,CI Lower Bound,CI Upper Bound
QST Dataset4,State 5,Shadow Tomography,0.768,0.947,0.08,0.172,0.905,0.964
QST Dataset4,State 1,Bayesian Inference,0.927,0.838,0.152,0.187,0.886,0.939
QST Dataset4,State 2,Maximum Likelihood,0.839,0.853,0.235,0.205,0.914,0.755
QST Dataset4,State 3,Variational Quantum Eigensolver,0.827,0.84,0.285,0.292,0.901,0.954
QST Dataset4,State 4,Quantum Neural Networks,0.879,0.77,0.227,0.253,0.766,0.918
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.892,0.793,0.087,0.214,0.783,0.949
QST Dataset4,State 1,Shadow Tomography,0.892,0.708,0.168,0.185,0.899,0.932
QST Dataset4,State 2,Bayesian Inference,0.884,0.817,0.196,0.243,0.89,0.894
QST Dataset4,State 3,Maximum Likelihood,0.808,0.718,0.053,0.164,0.712,0.797
QST Dataset4,State 4,Variational Quantum Eigensolver,0.923,0.892,0.293,0.138,0.686,0.807
QST Dataset4,State 5,Quantum Neural Networks,0.835,0.818,0.246,0.195,0.851,0.961
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.861,0.743,0.094,0.232,0.727,0.816
QST Dataset4,State 2,Shadow Tomography,0.918,0.761,0.164,0.283,0.832,0.815
QST Dataset4,State 3,Bayesian Inference,0.703,0.705,0.27,0.21,0.793,0.776
QST Dataset4,State 4,Maximum Likelihood,0.82,0.895,0.172,0.083,0.823,0.871
QST Dataset4,State 5,Variational Quantum Eigensolver,0.882,0.881,0.176,0.075,0.746,0.931
QST Dataset4,State 1,Quantum Neural Networks,0.752,0.938,0.264,0.165,0.745,0.958
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.727,0.777,0.244,0.294,0.92,0.932
QST Dataset4,State 3,Shadow Tomography,0.706,0.924,0.276,0.227,0.762,0.896
QST Dataset4,State 4,Bayesian Inference,0.834,0.703,0.067,0.298,0.899,0.919
QST Dataset4,State 5,Maximum Likelihood,0.764,0.896,0.208,0.267,0.846,0.791
QST Dataset4,State 1,Variational Quantum Eigensolver,0.917,0.826,0.117,0.256,0.661,0.967
QST Dataset4,State 2,Quantum Neural Networks,0.735,0.906,0.051,0.089,0.746,0.914
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.737,0.823,0.185,0.106,0.796,0.949
QST Dataset4,State 4,Shadow Tomography,0.781,0.794,0.217,0.152,0.675,0.918
QST Dataset4,State 5,Bayesian Inference,0.914,0.764,0.244,0.264,0.826,0.954
QST Dataset4,State 1,Maximum Likelihood,0.713,0.819,0.173,0.081,0.92,0.846
QST Dataset4,State 2,Variational Quantum Eigensolver,0.703,0.818,0.092,0.151,0.844,0.825
QST Dataset4,State 3,Quantum Neural Networks,0.703,0.889,0.157,0.195,0.679,0.959
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.723,0.701,0.299,0.278,0.877,0.929
QST Dataset4,State 5,Shadow Tomography,0.914,0.851,0.089,0.062,0.923,0.919
QST Dataset4,State 1,Bayesian Inference,0.86,0.828,0.3,0.275,0.796,0.784
QST Dataset4,State 2,Maximum Likelihood,0.75,0.835,0.132,0.194,0.764,0.913
QST Dataset4,State 3,Variational Quantum Eigensolver,0.846,0.768,0.252,0.198,0.752,0.777
QST Dataset4,State 4,Quantum Neural Networks,0.725,0.915,0.293,0.121,0.684,0.777
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.901,0.935,0.271,0.156,0.735,0.842
QST Dataset4,State 1,Shadow Tomography,0.936,0.942,0.093,0.212,0.665,0.785
QST Dataset4,State 2,Bayesian Inference,0.86,0.847,0.182,0.251,0.828,0.892
QST Dataset4,State 3,Maximum Likelihood,0.761,0.89,0.227,0.298,0.768,0.807
QST Dataset4,State 4,Variational Quantum Eigensolver,0.703,0.825,0.209,0.119,0.678,0.755
QST Dataset4,State 5,Quantum Neural Networks,0.722,0.779,0.135,0.078,0.754,0.837
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.922,0.728,0.134,0.2,0.671,0.868
QST Dataset4,State 2,Shadow Tomography,0.91,0.74,0.126,0.2,0.874,0.867
QST Dataset4,State 3,Bayesian Inference,0.786,0.905,0.118,0.14,0.817,0.79
QST Dataset4,State 4,Maximum Likelihood,0.734,0.947,0.241,0.213,0.845,0.909
QST Dataset4,State 5,Variational Quantum Eigensolver,0.764,0.706,0.257,0.297,0.736,0.847
QST Dataset4,State 1,Quantum Neural Networks,0.864,0.942,0.076,0.289,0.851,0.767
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.734,0.875,0.288,0.125,0.92,0.812
QST Dataset4,State 3,Shadow Tomography,0.705,0.799,0.234,0.149,0.698,0.769
QST Dataset4,State 4,Bayesian Inference,0.89,0.921,0.055,0.247,0.847,0.764
QST Dataset4,State 5,Maximum Likelihood,0.8,0.78,0.129,0.068,0.737,0.838
QST Dataset4,State 1,Variational Quantum Eigensolver,0.848,0.848,0.073,0.2,0.825,0.95
QST Dataset4,State 2,Quantum Neural Networks,0.755,0.817,0.171,0.077,0.665,0.876
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.823,0.768,0.111,0.142,0.737,0.93
QST Dataset4,State 4,Shadow Tomography,0.886,0.949,0.096,0.052,0.763,0.808
QST Dataset4,State 5,Bayesian Inference,0.845,0.746,0.156,0.191,0.783,0.788
QST Dataset4,State 1,Maximum Likelihood,0.73,0.856,0.295,0.147,0.905,0.909
QST Dataset4,State 2,Variational Quantum Eigensolver,0.79,0.736,0.184,0.134,0.812,0.91
QST Dataset4,State 3,Quantum Neural Networks,0.907,0.91,0.088,0.054,0.738,0.81
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.77,0.872,0.217,0.258,0.663,0.752
QST Dataset4,State 5,Shadow Tomography,0.735,0.944,0.173,0.071,0.799,0.825
QST Dataset4,State 1,Bayesian Inference,0.873,0.881,0.248,0.286,0.854,0.821
QST Dataset4,State 2,Maximum Likelihood,0.903,0.707,0.099,0.085,0.882,0.892
QST Dataset4,State 3,Variational Quantum Eigensolver,0.756,0.757,0.203,0.106,0.86,0.787
QST Dataset4,State 4,Quantum Neural Networks,0.834,0.931,0.142,0.282,0.707,0.907
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.772,0.878,0.285,0.151,0.676,0.806
QST Dataset4,State 1,Shadow Tomography,0.876,0.903,0.258,0.137,0.74,0.775
QST Dataset4,State 2,Bayesian Inference,0.859,0.792,0.062,0.137,0.815,0.886
QST Dataset4,State 3,Maximum Likelihood,0.892,0.937,0.3,0.15,0.811,0.768
QST Dataset4,State 4,Variational Quantum Eigensolver,0.716,0.879,0.095,0.29,0.765,0.89
QST Dataset4,State 5,Quantum Neural Networks,0.726,0.773,0.215,0.234,0.898,0.959
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.859,0.86,0.144,0.136,0.772,0.779
QST Dataset4,State 2,Shadow Tomography,0.887,0.886,0.063,0.162,0.882,0.942
QST Dataset4,State 3,Bayesian Inference,0.725,0.814,0.135,0.093,0.788,0.778
QST Dataset4,State 4,Maximum Likelihood,0.734,0.827,0.242,0.069,0.858,0.778
QST Dataset4,State 5,Variational Quantum Eigensolver,0.716,0.745,0.222,0.234,0.653,0.828
QST Dataset4,State 1,Quantum Neural Networks,0.916,0.788,0.123,0.248,0.729,0.879
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.822,0.818,0.163,0.294,0.716,0.758
QST Dataset4,State 3,Shadow Tomography,0.818,0.811,0.14,0.241,0.737,0.947
QST Dataset4,State 4,Bayesian Inference,0.735,0.854,0.259,0.092,0.872,0.875
QST Dataset4,State 5,Maximum Likelihood,0.913,0.799,0.074,0.137,0.782,0.786
QST Dataset4,State 1,Variational Quantum Eigensolver,0.893,0.785,0.055,0.214,0.77,0.885
QST Dataset4,State 2,Quantum Neural Networks,0.918,0.71,0.259,0.097,0.687,0.852
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.936,0.761,0.195,0.274,0.731,0.797
QST Dataset4,State 4,Shadow Tomography,0.913,0.883,0.232,0.209,0.901,0.919
QST Dataset4,State 5,Bayesian Inference,0.735,0.945,0.146,0.074,0.757,0.763
QST Dataset4,State 1,Maximum Likelihood,0.841,0.927,0.188,0.208,0.923,0.793
QST Dataset4,State 2,Variational Quantum Eigensolver,0.915,0.7,0.289,0.108,0.784,0.963
QST Dataset4,State 3,Quantum Neural Networks,0.787,0.81,0.073,0.085,0.682,0.762
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.828,0.767,0.118,0.19,0.668,0.896
QST Dataset4,State 5,Shadow Tomography,0.905,0.887,0.169,0.28,0.734,0.912
QST Dataset4,State 1,Bayesian Inference,0.785,0.85,0.114,0.056,0.676,0.84
QST Dataset4,State 2,Maximum Likelihood,0.892,0.818,0.19,0.1,0.774,0.843
QST Dataset4,State 3,Variational Quantum Eigensolver,0.744,0.798,0.204,0.058,0.687,0.952
QST Dataset4,State 4,Quantum Neural Networks,0.71,0.763,0.164,0.105,0.833,0.756
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.936,0.861,0.056,0.197,0.696,0.793
QST Dataset4,State 1,Shadow Tomography,0.807,0.819,0.183,0.173,0.655,0.772
QST Dataset4,State 2,Bayesian Inference,0.731,0.841,0.093,0.111,0.814,0.897
QST Dataset4,State 3,Maximum Likelihood,0.721,0.906,0.186,0.28,0.714,0.782
QST Dataset4,State 4,Variational Quantum Eigensolver,0.827,0.792,0.175,0.155,0.676,0.838
QST Dataset4,State 5,Quantum Neural Networks,0.708,0.877,0.272,0.169,0.874,0.922
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.776,0.724,0.185,0.104,0.797,0.778
QST Dataset4,State 2,Shadow Tomography,0.861,0.899,0.155,0.28,0.801,0.786
QST Dataset4,State 3,Bayesian Inference,0.9,0.856,0.215,0.146,0.867,0.966
QST Dataset4,State 4,Maximum Likelihood,0.758,0.773,0.244,0.133,0.668,0.917
QST Dataset4,State 5,Variational Quantum Eigensolver,0.741,0.762,0.234,0.199,0.865,0.951
QST Dataset4,State 1,Quantum Neural Networks,0.716,0.861,0.292,0.23,0.702,0.762
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.911,0.796,0.124,0.135,0.763,0.931
QST Dataset4,State 3,Shadow Tomography,0.847,0.824,0.114,0.242,0.721,0.782
QST Dataset4,State 4,Bayesian Inference,0.764,0.895,0.191,0.086,0.86,0.872
QST Dataset4,State 5,Maximum Likelihood,0.944,0.806,0.243,0.13,0.651,0.798
QST Dataset4,State 1,Variational Quantum Eigensolver,0.742,0.927,0.202,0.227,0.822,0.968
QST Dataset4,State 2,Quantum Neural Networks,0.794,0.742,0.125,0.285,0.784,0.873
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.885,0.755,0.138,0.101,0.816,0.949
QST Dataset4,State 4,Shadow Tomography,0.95,0.721,0.13,0.23,0.897,0.88
QST Dataset4,State 5,Bayesian Inference,0.893,0.857,0.119,0.219,0.778,0.896
QST Dataset4,State 1,Maximum Likelihood,0.774,0.863,0.192,0.083,0.678,0.842
QST Dataset4,State 2,Variational Quantum Eigensolver,0.879,0.802,0.089,0.168,0.683,0.825
QST Dataset4,State 3,Quantum Neural Networks,0.81,0.939,0.219,0.118,0.844,0.948
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.767,0.882,0.188,0.09,0.922,0.874
QST Dataset4,State 5,Shadow Tomography,0.803,0.866,0.184,0.153,0.653,0.787
QST Dataset4,State 1,Bayesian Inference,0.765,0.786,0.068,0.13,0.657,0.785
QST Dataset4,State 2,Maximum Likelihood,0.722,0.736,0.26,0.252,0.758,0.789
QST Dataset4,State 3,Variational Quantum Eigensolver,0.743,0.917,0.2,0.276,0.761,0.849
QST Dataset4,State 4,Quantum Neural Networks,0.796,0.843,0.12,0.276,0.745,0.891
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.755,0.806,0.292,0.11,0.805,0.823
QST Dataset4,State 1,Shadow Tomography,0.707,0.811,0.106,0.122,0.664,0.929
QST Dataset4,State 2,Bayesian Inference,0.838,0.764,0.219,0.108,0.897,0.924
QST Dataset4,State 3,Maximum Likelihood,0.911,0.901,0.105,0.091,0.912,0.828
QST Dataset4,State 4,Variational Quantum Eigensolver,0.851,0.855,0.279,0.066,0.731,0.793
QST Dataset4,State 5,Quantum Neural Networks,0.7,0.707,0.273,0.172,0.723,0.834
